Week.Number,Region,Population.per.10000,icu.case.10000,deaths.10000,No.of.cases,No.of.cases.x,ICU.Cases,ICU.Cases.x,No.of.deaths,No.of.deaths.x,P1,P2,P3,P4,P5,P6,P7,P8,P9,Temperature,TempCat
1,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0
2,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
3,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,1
4,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0
5,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1
6,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0
7,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0
8,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1
9,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
10,Blekinge,15.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0
11,Blekinge,15.9606,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0
12,Blekinge,15.9606,0,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,5.4,1
13,Blekinge,15.9606,0.062654286,0.062654286,9,2,1,0,1,0,1,1,0,0,0,0,0,0,0,2.7,0
14,Blekinge,15.9606,0.062654286,0,15,9,1,1,0,1,1,1,1,0,0,0,0,0,0,4.8,0
15,Blekinge,15.9606,0,0.062654286,6,15,0,1,1,0,1,1,1,1,0,0,0,0,0,7.8,1
16,Blekinge,15.9606,0,0,1,6,0,0,0,1,1,1,1,1,1,0,0,0,0,7.3,1
17,Blekinge,15.9606,0,0,21,1,0,0,0,0,1,1,1,1,1,0,0,0,0,9.3,1
18,Blekinge,15.9606,0,0,10,21,0,0,0,0,1,1,1,1,1,0,0,0,0,8.8,1
19,Blekinge,15.9606,0,0,11,10,0,0,0,0,1,1,1,1,1,0,0,0,0,10.6,2
20,Blekinge,15.9606,0.062654286,0.062654286,18,11,1,0,1,0,1,1,1,1,1,1,0,0,0,7.9,1
21,Blekinge,15.9606,0,0.062654286,44,18,0,1,1,1,1,1,1,1,1,1,0,0,0,10.4,2
22,Blekinge,15.9606,0,0.062654286,68,44,0,0,1,1,1,1,1,1,1,1,1,0,0,13.8,2
23,Blekinge,15.9606,0.062654286,0.062654286,82,68,1,0,1,1,1,1,1,1,1,1,1,1,0,13.6,2
24,Blekinge,15.9606,0.062654286,0.313271431,82,82,1,1,5,1,1,1,1,1,1,1,1,1,0,17.1,3
25,Blekinge,15.9606,0.125308572,0.125308572,38,82,2,1,2,5,1,1,1,1,1,1,1,1,0,18.1,3
26,Blekinge,15.9606,0.062654286,0.062654286,27,38,1,2,1,2,1,1,1,1,1,1,1,1,1,19.9,3
27,Blekinge,15.9606,0,0,16,27,0,1,0,1,1,1,1,1,1,1,1,1,1,16.9,3
28,Blekinge,15.9606,0,0,11,16,0,0,0,0,1,1,1,1,1,1,1,1,1,13.8,2
29,Blekinge,15.9606,0,0,8,11,0,0,0,0,1,1,1,1,1,1,1,1,1,16.6,3
30,Blekinge,15.9606,0,0,3,8,0,0,0,0,1,1,1,1,1,1,1,1,1,16,3
31,Blekinge,15.9606,0,0.062654286,11,3,0,0,1,0,1,1,1,1,1,1,1,1,1,16.9,3
32,Blekinge,15.9606,0,0,33,11,0,0,0,1,1,1,1,1,1,1,1,1,1,18.2,3
33,Blekinge,15.9606,0,0,46,33,0,0,0,0,1,1,1,1,1,1,1,1,1,18.9,3
34,Blekinge,15.9606,0.062654286,0.062654286,22,46,1,0,1,0,1,1,1,1,1,1,1,1,1,19.7,3
35,Blekinge,15.9606,0,0.062654286,15,22,0,1,1,1,1,1,1,1,1,1,1,1,1,15.2,3
36,Blekinge,15.9606,0,0,3,15,0,0,0,1,1,1,1,1,1,1,1,1,1,15,2
37,Blekinge,15.9606,0,0,4,3,0,0,0,0,1,1,1,1,1,1,1,1,1,14.4,2
38,Blekinge,15.9606,0,0,14,4,0,0,0,0,1,1,1,1,1,1,1,1,1,14.3,2
39,Blekinge,15.9606,0,0,77,14,0,0,0,0,1,1,1,1,1,1,1,1,1,14.1,2
40,Blekinge,15.9606,0,0,72,77,0,0,0,0,1,1,1,1,1,1,1,1,1,13.6,2
41,Blekinge,15.9606,0,0.062654286,61,72,0,0,1,0,1,1,1,1,1,1,1,1,1,11,2
42,Blekinge,15.9606,0,0,31,61,0,0,0,1,1,1,1,1,1,1,1,1,1,7.1,1
1,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
2,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0
3,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0
4,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
5,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
6,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0
7,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
8,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0
9,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4,0
10,Dalarna,29.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,0
11,Dalarna,29.7966,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
12,Dalarna,29.7966,0.067121752,0.033560876,17,5,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0
13,Dalarna,29.7966,0.335608761,0.16780438,70,17,10,2,5,1,1,1,0,0,0,0,0,0,0,3.4,0
14,Dalarna,29.7966,0.302047885,0.604095769,102,70,9,10,18,5,1,1,1,0,0,0,0,0,0,1.7,0
15,Dalarna,29.7966,0.335608761,0.872582778,159,102,10,9,26,18,1,1,1,1,0,0,0,0,0,5.4,1
16,Dalarna,29.7966,0.201365256,0.805461026,138,159,6,10,24,26,1,1,1,1,1,0,0,0,0,5.6,1
17,Dalarna,29.7966,0.234926133,0.77190015,198,138,7,6,23,24,1,1,1,1,1,0,0,0,0,8.9,1
18,Dalarna,29.7966,0.16780438,0.570534893,115,198,5,7,17,23,1,1,1,1,1,0,0,0,0,4.4,0
19,Dalarna,29.7966,0.134243504,0.469852265,164,115,4,5,14,17,1,1,1,1,1,0,0,0,0,7,1
20,Dalarna,29.7966,0.100682628,0.268487009,85,164,3,4,8,14,1,1,1,1,1,1,0,0,0,4.1,0
21,Dalarna,29.7966,0.033560876,0.268487009,84,85,1,3,8,8,1,1,1,1,1,1,0,0,0,9.1,1
22,Dalarna,29.7966,0.100682628,0.134243504,83,84,3,1,4,8,1,1,1,1,1,1,1,0,0,13.5,2
23,Dalarna,29.7966,0.100682628,0.100682628,99,83,3,3,3,4,1,1,1,1,1,1,1,1,0,15,2
24,Dalarna,29.7966,0.033560876,0.16780438,75,99,1,3,5,3,1,1,1,1,1,1,1,1,0,15.4,3
25,Dalarna,29.7966,0,0.067121752,60,75,0,1,2,5,1,1,1,1,1,1,1,1,0,18.8,3
26,Dalarna,29.7966,0.033560876,0.033560876,167,61,1,0,1,2,1,1,1,1,1,1,1,1,1,21.9,3
27,Dalarna,29.7966,0,0.033560876,178,168,0,1,1,1,1,1,1,1,1,1,1,1,1,13.6,2
28,Dalarna,29.7966,0,0.16780438,57,178,0,0,5,1,1,1,1,1,1,1,1,1,1,11.9,2
29,Dalarna,29.7966,0.033560876,0.201365256,52,57,1,0,6,5,1,1,1,1,1,1,1,1,1,15.7,3
30,Dalarna,29.7966,0.033560876,0.033560876,30,52,1,1,1,6,1,1,1,1,1,1,1,1,1,14,2
31,Dalarna,29.7966,0,0.067121752,27,30,0,1,2,1,1,1,1,1,1,1,1,1,1,15.7,3
32,Dalarna,29.7966,0,0,48,27,0,0,0,2,1,1,1,1,1,1,1,1,1,17.6,3
33,Dalarna,29.7966,0,0,36,48,0,0,0,0,1,1,1,1,1,1,1,1,1,18.8,3
34,Dalarna,29.7966,0,0,42,36,0,0,0,0,1,1,1,1,1,1,1,1,1,18,3
35,Dalarna,29.7966,0,0,56,42,0,0,0,0,1,1,1,1,1,1,1,1,1,10.7,2
36,Dalarna,29.7966,0.033560876,0,56,56,1,0,0,0,1,1,1,1,1,1,1,1,1,11.9,2
37,Dalarna,29.7966,0,0,79,56,0,1,0,0,1,1,1,1,1,1,1,1,1,10.8,2
38,Dalarna,29.7966,0,0.100682628,164,79,0,0,3,0,1,1,1,1,1,1,1,1,1,10.3,2
39,Dalarna,29.7966,0,0,88,164,0,0,0,3,1,1,1,1,1,1,1,1,1,11.6,2
40,Dalarna,29.7966,0,0.033560876,101,88,0,0,1,0,1,1,1,1,1,1,1,1,1,11.3,2
41,Dalarna,29.7966,0.033560876,0.16780438,84,101,1,0,5,1,1,1,1,1,1,1,1,1,1,9.4,1
42,Dalarna,29.7966,0,0.033560876,161,84,0,1,1,5,1,1,1,1,1,1,1,1,1,4.6,0
1,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
2,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
3,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
4,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0
5,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
6,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
7,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
8,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0
9,Gavleborg,28.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,0
10,Gavleborg,28.7382,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0
11,Gavleborg,28.7382,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
12,Gavleborg,28.7382,0.034796891,0,17,5,1,0,0,0,1,0,0,0,0,0,0,0,0,2.9,0
13,Gavleborg,28.7382,0.173984453,0.069593781,52,17,5,1,2,0,1,1,0,0,0,0,0,0,0,4.2,0
14,Gavleborg,28.7382,0.347968905,0.313172015,106,52,10,5,9,2,1,1,1,0,0,0,0,0,0,2.2,0
15,Gavleborg,28.7382,0.173984453,0.904719154,108,106,5,10,26,9,1,1,1,1,0,0,0,0,0,5.9,1
16,Gavleborg,28.7382,0.139187562,0.173984453,121,108,4,5,5,26,1,1,1,1,1,0,0,0,0,6.2,1
17,Gavleborg,28.7382,0.208781343,0.521953358,109,121,6,4,15,5,1,1,1,1,1,0,0,0,0,8.4,1
18,Gavleborg,28.7382,0.173984453,0.556750249,112,109,5,6,16,15,1,1,1,1,1,0,0,0,0,4.3,0
19,Gavleborg,28.7382,0.104390672,0.417562687,176,112,3,5,12,16,1,1,1,1,1,0,0,0,0,7,1
20,Gavleborg,28.7382,0.069593781,0.278375124,170,176,2,3,8,12,1,1,1,1,1,1,0,0,0,4.7,0
21,Gavleborg,28.7382,0.139187562,0.243578234,152,170,4,2,7,8,1,1,1,1,1,1,0,0,0,8,1
22,Gavleborg,28.7382,0.104390672,0.313172015,165,152,3,4,9,7,1,1,1,1,1,1,1,0,0,13.1,2
23,Gavleborg,28.7382,0.347968905,0.243578234,231,165,10,3,7,9,1,1,1,1,1,1,1,1,0,13.7,2
24,Gavleborg,28.7382,0.173984453,0.173984453,280,231,5,10,5,7,1,1,1,1,1,1,1,1,0,15.2,3
25,Gavleborg,28.7382,0.104390672,0.278375124,240,280,3,5,8,5,1,1,1,1,1,1,1,1,0,17.6,3
26,Gavleborg,28.7382,0.034796891,0.347968905,374,240,1,3,10,8,1,1,1,1,1,1,1,1,1,20.3,3
27,Gavleborg,28.7382,0.069593781,0.173984453,228,374,2,1,5,10,1,1,1,1,1,1,1,1,1,15.2,3
28,Gavleborg,28.7382,0.034796891,0.278375124,233,228,1,2,8,5,1,1,1,1,1,1,1,1,1,13.7,2
29,Gavleborg,28.7382,0.034796891,0.139187562,90,233,1,1,4,8,1,1,1,1,1,1,1,1,1,17.5,3
30,Gavleborg,28.7382,0,0.139187562,64,90,0,1,4,4,1,1,1,1,1,1,1,1,1,14.5,2
31,Gavleborg,28.7382,0,0.069593781,22,64,0,0,2,4,1,1,1,1,1,1,1,1,1,17.1,3
32,Gavleborg,28.7382,0,0.034796891,35,22,0,0,1,2,1,1,1,1,1,1,1,1,1,19.2,3
33,Gavleborg,28.7382,0,0,44,35,0,0,0,1,1,1,1,1,1,1,1,1,1,18.2,3
34,Gavleborg,28.7382,0,0.034796891,34,45,0,0,1,0,1,1,1,1,1,1,1,1,1,18.6,3
35,Gavleborg,28.7382,0,0,28,34,0,0,0,1,1,1,1,1,1,1,1,1,1,12.6,2
36,Gavleborg,28.7382,0.034796891,0,24,28,1,0,0,0,1,1,1,1,1,1,1,1,1,13.1,2
37,Gavleborg,28.7382,0,0.139187562,42,24,0,1,4,0,1,1,1,1,1,1,1,1,1,12.1,2
38,Gavleborg,28.7382,0.104390672,0,37,42,3,0,0,4,1,1,1,1,1,1,1,1,1,11,2
39,Gavleborg,28.7382,0.034796891,0.034796891,73,37,1,3,1,0,1,1,1,1,1,1,1,1,1,11.2,2
40,Gavleborg,28.7382,0,0.034796891,75,73,0,1,1,1,1,1,1,1,1,1,1,1,1,10.6,2
41,Gavleborg,28.7382,0,0,78,75,0,0,0,1,1,1,1,1,1,1,1,1,1,9.4,1
42,Gavleborg,28.7382,0,0.034796891,61,78,0,0,1,0,1,1,1,1,1,1,1,1,1,5.8,1
1,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
2,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0
3,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0
4,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0
5,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0
6,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
7,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0
8,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0
9,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
10,Gotland,5.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0
11,Gotland,5.9686,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0
12,Gotland,5.9686,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2.8,0
13,Gotland,5.9686,0.335086955,0,6,3,2,0,0,0,1,1,0,0,0,0,0,0,0,3.3,0
14,Gotland,5.9686,0,0,3,6,0,2,0,0,1,1,1,0,0,0,0,0,0,4.2,0
15,Gotland,5.9686,0.167543478,0.167543478,2,3,1,0,1,0,1,1,1,1,0,0,0,0,0,6.7,1
16,Gotland,5.9686,0.167543478,0,3,2,1,1,0,1,1,1,1,1,1,0,0,0,0,5.8,1
17,Gotland,5.9686,0,0,12,3,0,1,0,0,1,1,1,1,1,0,0,0,0,7.6,1
18,Gotland,5.9686,0,0.335086955,22,12,0,0,2,0,1,1,1,1,1,0,0,0,0,6.1,1
19,Gotland,5.9686,0,0,10,22,0,0,0,2,1,1,1,1,1,0,0,0,0,9,1
20,Gotland,5.9686,0.167543478,0,3,10,1,0,0,0,1,1,1,1,1,1,0,0,0,6.5,1
21,Gotland,5.9686,0,0.502630433,5,3,0,1,3,0,1,1,1,1,1,1,0,0,0,8.3,1
22,Gotland,5.9686,0,0,11,5,0,0,0,3,1,1,1,1,1,1,1,0,0,12.2,2
23,Gotland,5.9686,0,0,10,11,0,0,0,0,1,1,1,1,1,1,1,1,0,12.5,2
24,Gotland,5.9686,0,0,21,10,0,0,0,0,1,1,1,1,1,1,1,1,0,14.4,2
25,Gotland,5.9686,0,0,20,21,0,0,0,0,1,1,1,1,1,1,1,1,0,16,3
26,Gotland,5.9686,0.167543478,0,27,20,1,0,0,0,1,1,1,1,1,1,1,1,1,18.1,3
27,Gotland,5.9686,0,0,13,27,0,1,0,0,1,1,1,1,1,1,1,1,1,16.3,3
28,Gotland,5.9686,0,0,14,13,0,0,0,0,1,1,1,1,1,1,1,1,1,13.8,2
29,Gotland,5.9686,0,0,19,14,0,0,0,0,1,1,1,1,1,1,1,1,1,16,3
30,Gotland,5.9686,0,0,24,19,0,0,0,0,1,1,1,1,1,1,1,1,1,15.5,3
31,Gotland,5.9686,0,0,21,24,0,0,0,0,1,1,1,1,1,1,1,1,1,17,3
32,Gotland,5.9686,0,0,34,21,0,0,0,0,1,1,1,1,1,1,1,1,1,17.3,3
33,Gotland,5.9686,0,0,22,34,0,0,0,0,1,1,1,1,1,1,1,1,1,19.2,3
34,Gotland,5.9686,0.167543478,0,8,22,1,0,0,0,1,1,1,1,1,1,1,1,1,19.3,3
35,Gotland,5.9686,0,0,3,8,0,1,0,0,1,1,1,1,1,1,1,1,1,14,2
36,Gotland,5.9686,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,14.7,2
37,Gotland,5.9686,0,0,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,13.7,2
38,Gotland,5.9686,0,0,5,3,0,0,0,0,1,1,1,1,1,1,1,1,1,13.7,2
39,Gotland,5.9686,0,0,3,5,0,0,0,0,1,1,1,1,1,1,1,1,1,15.3,3
40,Gotland,5.9686,0,0,16,3,0,0,0,0,1,1,1,1,1,1,1,1,1,13.4,2
41,Gotland,5.9686,0,0,15,16,0,0,0,0,1,1,1,1,1,1,1,1,1,12.1,2
42,Gotland,5.9686,0,0,14,15,0,0,0,0,1,1,1,1,1,1,1,1,1,7.5,1
1,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0
2,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,1
3,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1
4,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1
5,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
6,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0
7,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0
8,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1
9,Halland,33.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
10,Halland,33.3848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0
11,Halland,33.3848,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0
12,Halland,33.3848,0.059907503,0,17,41,2,0,0,0,1,0,0,0,0,0,0,0,0,4.1,0
13,Halland,33.3848,0.20967626,0.179722508,31,17,7,2,6,0,1,1,0,0,0,0,0,0,0,3.4,0
14,Halland,33.3848,0.059907503,0.269583763,42,31,2,7,9,6,1,1,1,0,0,0,0,0,0,5.2,1
15,Halland,33.3848,0.119815006,0.029953751,53,42,4,2,1,9,1,1,1,1,0,0,0,0,0,7.4,1
16,Halland,33.3848,0.059907503,0.299537514,52,53,2,4,10,1,1,1,1,1,1,0,0,0,0,6.4,1
17,Halland,33.3848,0.029953751,0.149768757,88,52,1,2,5,10,1,1,1,1,1,0,0,0,0,9.7,1
18,Halland,33.3848,0.119815006,0.239630011,57,88,4,1,8,5,1,1,1,1,1,0,0,0,0,7.9,1
19,Halland,33.3848,0.059907503,0.20967626,93,58,2,4,7,8,1,1,1,1,1,0,0,0,0,9.8,1
20,Halland,33.3848,0.059907503,0.149768757,77,93,2,2,5,7,1,1,1,1,1,1,0,0,0,7.5,1
21,Halland,33.3848,0.029953751,0.059907503,101,77,1,2,2,5,1,1,1,1,1,1,0,0,0,11.5,2
22,Halland,33.3848,0.089861254,0.059907503,125,101,3,1,2,2,1,1,1,1,1,1,1,0,0,14.1,2
23,Halland,33.3848,0.059907503,0.119815006,136,125,2,3,4,2,1,1,1,1,1,1,1,1,0,14.8,2
24,Halland,33.3848,0.029953751,0.119815006,152,136,1,2,4,4,1,1,1,1,1,1,1,1,0,17.7,3
25,Halland,33.3848,0.029953751,0.179722508,121,152,1,1,6,4,1,1,1,1,1,1,1,1,0,19.2,3
26,Halland,33.3848,0.059907503,0.119815006,240,121,2,1,4,6,1,1,1,1,1,1,1,1,1,20.8,3
27,Halland,33.3848,0.029953751,0.059907503,163,240,1,2,2,4,1,1,1,1,1,1,1,1,1,16.2,3
28,Halland,33.3848,0,0.059907503,56,163,0,1,2,2,1,1,1,1,1,1,1,1,1,14.4,2
29,Halland,33.3848,0,0.029953751,35,56,0,0,1,2,1,1,1,1,1,1,1,1,1,16.6,3
30,Halland,33.3848,0.029953751,0,31,35,1,0,0,1,1,1,1,1,1,1,1,1,1,16.2,3
31,Halland,33.3848,0,0.029953751,60,31,0,1,1,0,1,1,1,1,1,1,1,1,1,16.8,3
32,Halland,33.3848,0.029953751,0.029953751,99,60,1,0,1,1,1,1,1,1,1,1,1,1,1,19,3
33,Halland,33.3848,0,0.059907503,91,99,0,1,2,1,1,1,1,1,1,1,1,1,1,19.6,3
34,Halland,33.3848,0,0,99,91,0,0,0,2,1,1,1,1,1,1,1,1,1,19.1,3
35,Halland,33.3848,0,0,76,99,0,0,0,0,1,1,1,1,1,1,1,1,1,14.7,2
36,Halland,33.3848,0.029953751,0.029953751,93,76,1,0,1,0,1,1,1,1,1,1,1,1,1,14.9,2
37,Halland,33.3848,0,0,79,93,0,1,0,1,1,1,1,1,1,1,1,1,1,15,2
38,Halland,33.3848,0,0.029953751,84,79,0,0,1,0,1,1,1,1,1,1,1,1,1,13.7,2
39,Halland,33.3848,0,0.089861254,107,84,0,0,3,1,1,1,1,1,1,1,1,1,1,14.8,2
40,Halland,33.3848,0.059907503,0.029953751,156,107,2,0,1,3,1,1,1,1,1,1,1,1,1,14,2
41,Halland,33.3848,0.059907503,0.029953751,155,156,2,2,1,1,1,1,1,1,1,1,1,1,1,11.6,2
42,Halland,33.3848,0,0,137,155,0,2,0,1,1,1,1,1,1,1,1,1,1,7.2,1
1,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
3,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
4,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
5,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,0
6,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,0
7,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,0
8,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0
9,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.3,0
10,Jamtland,13.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,0
11,Jamtland,13.081,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,0
12,Jamtland,13.081,0,0,34,21,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.5,0
13,Jamtland,13.081,0.076446755,0,26,34,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
14,Jamtland,13.081,0.15289351,0,11,26,2,1,0,0,1,1,1,0,0,0,0,0,0,-1.8,0
15,Jamtland,13.081,0.15289351,0.15289351,42,11,2,2,2,0,1,1,1,1,0,0,0,0,0,2.5,0
16,Jamtland,13.081,0.076446755,0.688020794,81,42,1,2,9,2,1,1,1,1,1,0,0,0,0,1.6,0
17,Jamtland,13.081,0.076446755,0.076446755,63,81,1,1,1,9,1,1,1,1,1,0,0,0,0,4.4,0
18,Jamtland,13.081,0.076446755,0.305787019,81,63,1,1,4,1,1,1,1,1,1,0,0,0,0,2.1,0
19,Jamtland,13.081,0.305787019,0.229340265,80,81,4,1,3,4,1,1,1,1,1,0,0,0,0,2.6,0
20,Jamtland,13.081,0,0.611574039,102,80,0,4,8,3,1,1,1,1,1,1,0,0,0,1,0
21,Jamtland,13.081,0.229340265,0.458680529,97,102,3,0,6,8,1,1,1,1,1,1,0,0,0,6.9,1
